//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM8901_B0C_T_U_CB_SN002
//Part Number (Chip ID): AM8901 B0C
//Chip Model: Chiarlo 8901 EDGE PAM
//DUT Test GUI Version Number: Rev. A1.00.287
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 2
//Test Date & Time: 02-03-2010 13:50:43
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\XS\PAM\AM8901 Spec Test\GSM\AM8901_B0C_Reg27_X3_Quadband_Nominal_LB.script
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************																																																	
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
65	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H1B	LBIn	-25.8	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	44.688899	44.680486	33.142119	7.192119	1.32032	3.494081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.740v_ramp.txt	2/3/2010	15:05:14	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Step	VAM(volt)	AM-AM	AM-PM(degree)	I(averaged)	Q(averaged)	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment											
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	1	0.233627	0.021714	-34.817354	0.021714	0.799441	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:54	No comments(this is a filler only).											
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	2	0.234891	0.022064	-34.675023	0.022064	0.801925	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:54	No comments(this is a filler only).											
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	3	0.236886	0.02252	-34.718482	0.02252	0.801167	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:54	No comments(this is a filler only).											
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	4	0.237933	0.022822	-34.7568	0.022822	0.800498	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:54	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	5	0.23899	0.023128	-34.967229	0.023128	0.796825	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:54	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	6	0.240407	0.023576	-35.120481	0.023576	0.79415	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:54	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	7	0.241566	0.024048	-35.229831	0.024048	0.792242	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:54	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	8	0.243157	0.024601	-35.568531	0.024601	0.78633	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:55	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	9	0.244621	0.025276	-36.01181	0.025276	0.778594	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:55	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	10	0.24658	0.026301	-36.865623	0.026301	0.763692	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:55	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	11	0.248293	0.027221	-37.779384	0.027221	0.747744	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:55	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	12	0.250314	0.028658	-39.31827	0.028658	0.720885	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:55	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	13	0.251865	0.030049	-41.182489	0.030049	0.688348	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:55	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	14	0.257556	0.0373	-51.046543	0.0373	0.516188	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:55	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	15	0.263899	0.049039	-58.948251	0.049039	0.378277	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:55	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	16	0.274161	0.084226	-2.933454	0.084226	1.35592	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:55	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	17	0.284893	0.169793	17.700558	0.169793	1.716051	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:56	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	18	0.296919	0.263961	21.870837	0.263961	1.788837	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:56	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	19	0.311214	0.37962	21.68201	0.37962	1.785541	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:56	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	20	0.328426	0.526581	19.025106	0.526581	1.739169	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:56	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	21	0.346247	0.689674	16.171233	0.689674	1.68936	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:56	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	22	0.367763	0.896408	14.030469	0.896408	1.651996	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:56	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	23	0.392431	1.147366	12.731299	1.147366	1.629321	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:56	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	24	0.42408	1.489	12.516931	1.489	1.62558	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:56	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	25	0.462585	1.913278	12.894698	1.913278	1.632173	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:56	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	26	0.498818	2.315155	12.949508	2.315155	1.63313	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:57	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	27	0.544132	2.818191	12.859408	2.818191	1.631557	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:57	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	28	0.593711	3.379303	12.46264	3.379303	1.624632	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:57	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	29	0.65864	4.132309	12.112198	4.132309	1.618516	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:57	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	30	0.723968	4.910023	11.636894	4.910023	1.610221	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:57	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	31	0.805767	5.902561	10.851122	5.902561	1.596506	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:57	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	32	0.911925	7.208633	9.754592	7.208633	1.577368	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:57	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	33	1.014137	8.480283	8.809874	8.480283	1.56088	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:57	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	34	1.114793	9.714007	7.633336	9.714007	1.540345	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:57	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	35	1.211472	10.909736	6.647702	10.909736	1.523143	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:58	No comments(this is a filler only).
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	36	1.310153	11.899317	5.346505	11.899317	1.500433	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:58	No comments(this is a filler only).											
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	37	1.412978	12.716396	3.314476	12.716396	1.464967	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:58	No comments(this is a filler only).											
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	38	1.511376	13.323557	1.966383	13.323557	1.441438	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:58	No comments(this is a filler only).											
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	39	1.615848	13.779884	0.88304	13.779884	1.42253	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:58	No comments(this is a filler only).											
66	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.99	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	40	1.719894	14.098223	0	14.098223	1.407118	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chairlo_staircase_V1_20oct09\HBpwrsel00\staircase-1024us_ramp.txt	2/3/2010	15:05:58	No comments(this is a filler only).											
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
67	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.25	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-18.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	15:06:07	No comments(this is a filler only).
67	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.22	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-25.724001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	15:06:11	No comments(this is a filler only).
67	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.32	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-32.491001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	15:06:15	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
68	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.25	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-19.174999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.440v_ramp.txt	2/3/2010	15:06:23	No comments(this is a filler only).
